#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery3
#Serial Number: SN:210415BD5874
#Date Time: 2025-04-03 18:12:04.965.510.750
#Sample rate: 344828Hz
#Samples: 32768
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Sample Mode: Average
#Wavegen Channel 1: Running
#Mode: Simple
#Type: Sine
#Frequency: 100 Hz
#Period: 10 ms
#Amplitude: 1 V
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °

Time (s),Channel 1 (V)
-0.03483838894495549,-0.05719897611179306
-0.03483548894495549,-0.05815288802540719
-0.03483258894495549,-0.05767593206860012
-0.03482968894495549,-0.05998121919316762
-0.03482678894495549,-0.06435331546389908
-0.03482388894495549,-0.06308143291241357
-0.03482098894495549,-0.0617300577014602
-0.03481808894495549,-0.06212752099879942
-0.03481518894495549,-0.06316092557188141
-0.03481228894495549,-0.06371737418815633
-0.03480938894495549,-0.06316092557188141
-0.03480648894495549,-0.06228650631773512
-0.03480358894495549,-0.06268396961507434
-0.03480068894495549,-0.06236599897720296
-0.03479778894495549,-0.06586367599378813
-0.03479488894495548,-0.06467128610177046
-0.03479198894495548,-0.06586367599378813
-0.03478908894495548,-0.06578418333432029
-0.03478618894495548,-0.0647507787612383
-0.03478328894495548,-0.06769200716154856
-0.03478038894495548,-0.06745352918314503
-0.03477748894495548,-0.06626113929112736
-0.03477458894495548,-0.06697657322633999
-0.03477168894495548,-0.06808947045889024
-0.03476878894495548,-0.0694408456698397
-0.03476588894495548,-0.06864591907516182
-0.03476298894495548,-0.06816896311835245
-0.03476008894495548,-0.06642012461006334
-0.03475718894495549,-0.06657910992899845
-0.03475428894495549,-0.06721505120474035
-0.03475138894495549,-0.0672945438642092
-0.03474848894495549,-0.06808947045888634
-0.03474558894495549,-0.06713555854527538
-0.03474268894495549,-0.06594316865325814
-0.03473978894495549,-0.07007678694557638
-0.03473688894495549,-0.06880490439409839
-0.03473398894495549,-0.06657910992899874
-0.03473108894495549,-0.06737403652367718
-0.03472818894495549,-0.06777149982101641
-0.03472528894495549,-0.0686459190751627
-0.03472238894495549,-0.06928186035090546
-0.03471948894495549,-0.06928186035090546
-0.03471658894495549,-0.06800997779941995
-0.03471368894495549,-0.06888439705356623
-0.03471078894495549,-0.07309750800536201
-0.03470788894495549,-0.07015627960505175
-0.03470498894495549,-0.06983830896718037
-0.03470208894495549,-0.06999729428611606
-0.03469918894495549,-0.06832794843729131
-0.03469628894495549,-0.06689708056687012
-0.03469338894495549,-0.07111019151866589
-0.03469048894495549,-0.06975881630771252
-0.03468758894495549,-0.07039475758345529
-0.03468468894495549,-0.07015627960505175
-0.03468178894495549,-0.07206410343228002
-0.03467888894495549,-0.07262055204855493
-0.03467598894495549,-0.07325649332429769
-0.03467308894495549,-0.07071272822132667
-0.03467018894495549,-0.06928186035090546
-0.03466728894495549,-0.07206410343228002
-0.03466438894495549,-0.07182562545387648
-0.03466148894495549,-0.0723820740701514
-0.03465858894495549,-0.07254105938908709
-0.03465568894495549,-0.07142816215653726
-0.03465278894495549,-0.07564127310833303
-0.03464988894495549,-0.07540279512992951
-0.03464698894495549,-0.07277953736749063
-0.03464408894495549,-0.07254105938908709
-0.03464118894495549,-0.07357446396216907
-0.03463828894495549,-0.07142816215653726
-0.03463538894495548,-0.07373344928110476
-0.03463248894495548,-0.0745283758757832
-0.03462958894495548,-0.07325649332429769
-0.03462668894495548,-0.0716666401349408
-0.03462378894495548,-0.07293852268642631
-0.03462088894495548,-0.07190511811334434
-0.03461798894495548,-0.07063323556185881
-0.03461508894495548,-0.07095120619972875
-0.03461218894495548,-0.07015627960505551
-0.03460928894495548,-0.07222308875121831
-0.03460638894495548,-0.0736539566216346
-0.03460348894495548,-0.07238207407015025
-0.03460058894495548,-0.07174613279441081
-0.03459768894495548,-0.07293852268642588
-0.03459478894495549,-0.07270004470802321
-0.03459188894495549,-0.07166664013494267
-0.03458898894495549,-0.07190511811334391
-0.03458608894495549,-0.07142816215653813
-0.03458318894495549,-0.07031526492398947
-0.03458028894495549,-0.07142816215653523
-0.03457738894495549,-0.07063323556185881
-0.03457448894495549,-0.06872541173463055
-0.03457158894495549,-0.06975881630771252
-0.03456868894495549,-0.06983830896718037
-0.03456578894495549,-0.069520338329309
-0.03456288894495549,-0.0723820740701514
-0.03455998894495549,-0.07190511811334434
-0.03455708894495549,-0.0700767869455839
-0.03455418894495549,-0.07142816215653726
-0.03455128894495549,-0.07349497130270123
-0.03454838894495549,-0.07206410343228002
-0.03454548894495549,-0.06808947045888779
-0.03454258894495549,-0.07039475758345529
-0.03453968894495549,-0.07111019151866589
-0.03453678894495549,-0.07222308875121571
-0.03453388894495549,-0.07405141991897614
-0.03453098894495549,-0.07389243460004045
-0.03452808894495549,-0.0716666401349408
-0.03452518894495549,-0.0716666401349408
-0.03452228894495549,-0.06737403652367718
-0.03451938894495549,-0.07103069885919804
-0.03451648894495549,-0.07484634651365459
-0.03451358894495549,-0.07357446396216907
-0.03451068894495549,-0.07285903002695847
-0.03450778894495549,-0.07182562545387648
-0.03450488894495549,-0.07285903002695847
-0.03450198894495549,-0.07246156672961925
-0.03449908894495549,-0.07079222088079451
-0.03449618894495549,-0.0716666401349408
-0.03449328894495549,-0.0716666401349408
-0.03449038894495549,-0.07031526492398744
-0.03448748894495549,-0.07118968417813373
-0.03448458894495549,-0.07111019151866589
-0.03448168894495549,-0.07015627960505175
-0.03447878894495549,-0.07285903002695847
-0.03447588894495549,-0.07532330247046165
-0.03447298894495548,-0.07301801534589415
-0.03447008894495548,-0.07365395662163692
-0.03446718894495548,-0.07349497130270123
-0.03446428894495548,-0.07230258141068356
-0.03446138894495548,-0.07333598598376553
-0.03445848894495548,-0.07285903002695847
-0.03445558894495548,-0.07158714747547296
-0.03445268894495548,-0.07230258141068342
-0.03444978894495548,-0.07222308875121368
-0.03444688894495548,-0.07111019151866733
-0.03444398894495548,-0.07190511811334231
-0.03444108894495548,-0.07079222088079437
-0.03443818894495548,-0.07071272822132869
-0.03443528894495549,-0.07182562545387446
-0.03443238894495549,-0.07055374290239329
-0.03442948894495549,-0.07023577226452017
-0.03442658894495549,-0.0729385226864214
-0.03442368894495549,-0.07270004470802321
-0.03442078894495549,-0.06983830896718557
-0.03441788894495549,-0.07436939055683928
-0.03441498894495549,-0.07484634651365459
-0.03441208894495549,-0.07317700066482985
-0.03440918894495549,-0.0739719272595083
-0.03440628894495549,-0.07413091257844398
-0.03440338894495549,-0.07309750800536201
-0.03440048894495549,-0.07365395662163692
-0.03439758894495549,-0.07357446396216907
-0.03439468894495549,-0.0716666401349408
-0.03439178894495549,-0.07230258141068356
-0.03438888894495549,-0.07262055204855493
-0.03438598894495549,-0.07087171354026235
-0.03438308894495549,-0.07118968417813373
-0.03438018894495549,-0.07190511811334434
-0.03437728894495549,-0.07047425024292313
-0.03437438894495549,-0.07150765481600511
-0.03437148894495549,-0.07190511811334434
-0.03436858894495549,-0.06983830896718037
-0.03436568894495549,-0.07071272822132667
-0.03436278894495549,-0.07230258141068356
-0.03435988894495549,-0.07492583917312243
-0.03435698894495549,-0.07508482449205812
-0.03435408894495549,-0.07508482449205812
-0.03435118894495549,-0.07373344928110476
-0.03434828894495549,-0.07373344928110476
-0.03434538894495549,-0.07516431715152597
-0.03434248894495549,-0.07762858959502915
-0.03433958894495549,-0.09010893713148077
-0.03433668894495549,-0.1075178295549388
-0.03433378894495549,-0.1246882439999932
-0.03433088894495549,-0.1413817024882406
-0.03432798894495549,-0.1613343600146696
-0.03432508894495549,-0.1811280322221629
-0.03432218894495549,-0.1986959099645566
-0.03431928894495549,-0.2185690748315178
-0.03431638894495549,-0.2397141222499645
-0.03431348894495549,-0.2556921468030013
-0.03431058894495548,-0.2568050440355512
-0.03430768894495548,-0.2538638156352409
-0.03430478894495548,-0.249730197342913
-0.03430188894495548,-0.24098600480145
-0.03429898894495548,-0.2246900096105419
-0.03429608894495548,-0.2165022656853539
-0.03429318894495548,-0.2134020519661043
-0.03429028894495548,-0.2114147354792256
-0.03428738894495548,-0.1090281900845636
-0.03428448894495548,0.03620489876293967
-0.03428158894495548,0.04455162800704774
-0.03427868894495548,0.04431315002864147
-0.03427578894495548,0.04256431152025215
-0.03427288894495549,-0.01236511617182872
-0.03426998894495549,-0.1017148654136236
-0.03426708894495549,-0.1067229029602512
-0.03426418894495549,-0.107597322214405
-0.03426128894495549,-0.1064844249818588
-0.03425838894495549,-0.1413817024881771
-0.03425548894495549,-0.2077580731438909
-0.03425258894495549,-0.2104608235657977
-0.03424968894495549,-0.2063272052734697
-0.03424678894495549,-0.2044988741057093
-0.03424388894495549,-0.1827178854115198
-0.03424098894495549,-0.1423356144018547
-0.03423808894495549,-0.138122503450059
-0.03423518894495549,-0.1366121429201699
-0.03423228894495549,-0.1343068557956024
-0.03422938894495549,-0.09988653424602567
-0.03422648894495549,0.001943562532283412
-0.03422358894495549,0.01362898347405659
-0.03422068894495549,0.01275456421991029
-0.03421778894495549,0.01108521837108556
-0.03421488894495549,-0.01824757297254915
-0.03421198894495549,-0.1172954266694837
-0.03420908894495549,-0.1262780971893501
-0.03420618894495549,-0.1256421559136073
-0.03420328894495549,-0.1254831705946717
-0.03420038894495549,-0.1312066420763565
-0.03419748894495549,-0.1681707287289043
-0.03419458894495549,-0.1723838396807
-0.03419168894495549,-0.1700785525561326
-0.03418878894495549,-0.1678527580910329
-0.03418588894495549,-0.1573597270412774
-0.03418298894495549,-0.09726327648358679
-0.03418008894495549,-0.0867702454338313
-0.03417718894495549,-0.08836009862318819
-0.03417428894495549,-0.08796263532584897
-0.03417138894495549,-0.07365395662163692
-0.03416848894495549,-0.02023488945924526
-0.03416558894495549,-0.01403446202075338
-0.03416268894495549,-0.01308055010713924
-0.03415978894495549,-0.01419344733968906
-0.03415688894495549,-0.0272302434924156
-0.03415398894495549,-0.1153876028422554
-0.03415108894495548,-0.1298552668654031
-0.03414818894495548,-0.1292988182491282
-0.03414528894495548,-0.1269140384650929
-0.03414238894495548,-0.1287423696328533
-0.03413948894495548,-0.1474231446077968
-0.03413658894495548,-0.1484565491808788
-0.03413368894495548,-0.1475821299267325
